HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common_name,Female_maturity_(days),Male_maturity_(days),Gestation/Incubation_(days),Weaning_(days),Litter/Clutch_size,Litters/Clutches_per_year,Inter-litter/Interbirth_interval,Birth_weight_(g),Weaning_weight_(g),Adult_weight_(g),Growth_rate_(1/days),Maximum_longevity_(yrs),Source,Specimen_origin,Sample_size,Data_quality,IMR_(per_yr),MRDT_(yrs),Metabolic_rate_(W),Body_mass_(g),Temperature_(K),References
01221,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cacatua,tenuirostris,Long-billed_corella,,,,,,,,,,567,,43,669,captivity,medium,acceptable,,,,,,"669,820"
01222,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Callocephalon,fimbriatum,Gang-gang_cockatoo,,,,,,,,,,256,,27.5,669,captivity,medium,acceptable,,,,,,"669,820,979"
01223,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,banksii,Banksian_cockatoo,,,,,,,,,,723.7,,45.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
01224,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,baudinii,Long-billed_black_cockatoo,,,,,,,,,,620,,47,669,captivity,small,acceptable,,,,,,"669,820"
01225,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,funereus,Yellow-tailed_black_cockatoo,,,,,,,,,,678.5,0.124,41,669,captivity,medium,acceptable,,,,,,"669,732,820"
01226,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Calyptorhynchus,lathami,Glossy_black_cockatoo,,,,,,,,,,437,,,,unknown,medium,low,,,,,,"820,979"
01227,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,atra,Black_lory,,,,,,,,,,260,,17.5,669,captivity,small,acceptable,,,,,,669
01228,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Chalcopsitta,sintillata,Yellow-streaked_lory,,,,,,,,,,190,,19.7,669,captivity,medium,acceptable,,,,,,"669,820"
01229,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Charmosyna,papou,Papuan_lorikeet,,,,,,,,,,83,,11.3,669,captivity,medium,acceptable,,,,,,"669,820,979"
01230,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Conuropsis,carolinensis,Carolina_parakeet,,,22,,2.5,1,,,,100,,30,445,captivity,small,acceptable,,,,,,445
01231,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,nigra,Black_parrot,,,,,,,,,,193.5,,34.1,669,captivity,medium,acceptable,,,,,,"669,820"
01232,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Coracopsis,vasa,Vasa_parrot,,,,,,,,,,525,,53.9,669,captivity,medium,acceptable,,,,,,"669,820"
01233,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoliseus,patagonus,Patagonian_conure,,,,,,,,,,278,,19.5,669,captivity,large,acceptable,,,,,,"669,820,979"
01234,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,spixii,Spix's_macaw,,,,,,,,,,200,,27,669,captivity,small,acceptable,,,,,,"669,820"
01235,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,auriceps,Yellow-fronted_parakeet,,,,,,,,,,46,,9.3,669,captivity,medium,acceptable,,,,,,"669,820"
01236,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Red-fronted_parakeet,,,,,,,,,,92.6,,12.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
01237,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Deroptyus,accipitrinus,Red-fan_parrot,,,,,,,,,,246,,21.8,575,captivity,medium,acceptable,,,,,,"575,669,820,979"
01238,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Diopsittaca,nobilis,Red-shouldered_macaw,,,,,,,,,,151,,22.9,669,captivity,small,acceptable,,,,,,"669,820"
01239,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,roratus,Eclectus_parrot,,,,,,,,,,440,0.128,28.5,669,captivity,large,acceptable,,,,,,"669,732,979"
01240,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Enicognathus,leptorhynchus,Slender-billed_parakeet,,,,,,,,,,193,,15.3,669,captivity,small,acceptable,,,,,,"669,820"
01241,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eolophus,roseicapilla,Galah,,,,,,,,,,300,0.173,40,575,captivity,large,acceptable,,,1.248,268.7,,"435,575,732,979"
01242,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,bornea,Red_lory,,,,,,,,,,156,,24.7,669,captivity,medium,acceptable,,,,,,"669,820,979"
01243,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,cyanogenia,Black-winged_lory,,,,,,,,,,167,,18.1,669,captivity,tiny,acceptable,,,,,,"669,820"
01244,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,histrio,Red-and-blue_lory,,,,,,,,,,,,15.2,669,captivity,small,acceptable,,,,,,669
01245,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,reticulata,Blue-streaked_lory,,,,,,,,,,,,16.6,669,captivity,medium,acceptable,,,,,,"669,979"
01246,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eos,squamata,Violet-necked_lory,,,,,,,,,,,,16.5,669,captivity,small,acceptable,,,,,,669
01247,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eunymphicus,cornutus,Horned_parakeet,,,,,,,,,,130,,19.7,575,captivity,small,acceptable,,,,,,"575,820"
01248,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,coelestis,Pacific_parrotlet,,,,,,,,,,26.2,,10.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
01249,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,cyanopygius,Mexican_parrotlet,,,,,,,,,,33.5,,10.5,669,captivity,small,acceptable,,,,,,"669,820"
01250,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,passerinus,Green-rumped_parrotlet,,,,,,,,,,24,0.235,11.6,669,captivity,small,acceptable,,,,,,"669,732"
01251,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Forpus,xanthops,Yellow-faced_parrotlet,,,,,,,,,,,,10.5,669,captivity,small,acceptable,,,,,,669
01252,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,concinna,Musk_lorikeet,,,,,,,,,,70.8,,11.5,669,captivity,medium,acceptable,,,,,,"669,820,979"
01253,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Glossopsitta,porphyrocephala,Purple-crowned_lorikeet,,,,,,,,,,44,,12,669,captivity,small,acceptable,,,,,,"669,979"
01254,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Graydidascalus,brachyurus,Short-tailed_parrot,,,,,,,,,,159,,13.2,669,captivity,small,acceptable,,,,,,"669,820"
01255,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Guaruba,guarouba,Golden_conure,,,,,,,,,,250,,23.2,669,captivity,small,acceptable,,,,,,"669,979"
01256,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,galgulus,Blue-crowned_hanging_parrot,,,,,,,,,,28,,14.3,669,captivity,medium,acceptable,,,,,,"669,820,979"
01257,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,philippensis,Colasisi,,,,,,,,,,34.9,,10.1,669,captivity,tiny,acceptable,,,,,,"669,820"
01258,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Loriculus,vernalis,Vernal_hanging_parrot,,,,,,,,,,35.7,,10.1,669,captivity,small,acceptable,,,,,,"669,820"
01259,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,domicella,Purple-naped_lory,,,,,,,,,,182,,26,669,captivity,medium,acceptable,,,,,,"669,820"
01260,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,garrulus,Chattering_lory,,,,,,,,,,143,,26.6,669,captivity,medium,acceptable,,,,,,"669,820,979"
01261,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Lorius,lory,Black-capped_lory,,,,,,,,,,177,,18.5,669,captivity,medium,acceptable,,,,,,"669,820,979"
01262,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Melopsittacus,undulatus,Budgerigar,180,180,18,,5,,,,,30,0.231,21,669,captivity,large,high,,,0.3035,25.2,314.15,"62,403,405,425,444,669,732"
01263,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk_parakeet,730,730,31,,7,2,,4.76,,81.7,0.244,22.1,669,captivity,large,acceptable,,,0.5189,80.4,,"425,444,445,669,732"
01264,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nandayus,nenday,Nanday_parakeet,,,,,,,,,,128,,18.7,669,captivity,medium,acceptable,,,,,,"669,820,979"
01265,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,chrysostoma,Blue-winged_parrot,,,,,,,,,,46.1,,21,669,captivity,small,acceptable,,,,,,"669,820,979"
01266,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,pulchella,Turquoise_parrot,,,,,,,,,,41.4,,21,669,captivity,medium,acceptable,,,,,,"669,820,979"
01267,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neophema,splendida,Scarlet-chested_parrot,,,,,,,,,,38.6,,14,669,captivity,medium,acceptable,,,,,,"669,820,979"
01268,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Neopsephotus,bourkii,Bourke's_parrot,,,,,,,,,,45,,12.6,669,captivity,small,acceptable,,,,,,"669,979"
01269,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,meridionalis,Kaka,,,,,,,,,,429,,,,unknown,small,low,,,,,,"669,820,979"
01270,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nestor,notabilis,Kea,,,,,,,,,,867.5,,47,669,captivity,medium,acceptable,,,,,,"669,820,979"
01271,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Northiella,haematogaster,Bluebonnet,,,,,,,,,,86.2,,15.3,669,captivity,small,acceptable,,,,,,"669,820,979"
01272,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Nymphicus,hollandicus,Cockatiel,,,,,,,,,,90,,35,669,captivity,large,acceptable,,,,,,"669,979"
01273,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Phigys,solitarius,Collared_lory,,,,,,,,,,83.6,,,,unknown,small,low,,,,,,"669,820,979"
01274,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,leucogaster,White-bellied_parrot,,,,,,,,,,155,,26,669,captivity,medium,acceptable,,,,,,"669,820,979"
01275,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,melanocephalus,Black-headed_parrot,,,,,,,,,,149,,22.6,669,captivity,small,acceptable,,,,,,"669,820"
01276,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,pileata,Pileated_parrot,,,,,,,,,,119,,16.8,669,captivity,tiny,acceptable,,,,,,"669,820"
01277,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,maximiliani,Scaly-headed_parrot,,,,,,,,,,293,,16.2,669,captivity,medium,acceptable,,,,,,"669,820,979"
01278,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,menstruus,Blue-headed_parrot,,,,,,,,,,251,,20.6,669,captivity,medium,acceptable,,,,,,"669,820"
01279,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,elegans,Crimson_rosella,,,,,,,,,,124.5,,26.8,669,captivity,medium,acceptable,,,,,,"669,820"
01280,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,eximius,Eastern_rosella,,,,,,,,,,104,,27.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
01281,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,icterotis,Western_rosella,,,,,,,,,,63.3,,13.2,669,captivity,small,questionable,,,,,,"669,820,979"
01282,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,venustus,Northern_rosella,,,,,,,,,,89.5,,19.1,669,captivity,tiny,acceptable,,,,,,"669,820"
01283,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,cryptoxanthus,Brown-headed_parrot,,,,,,,,,,140,,32.1,669,captivity,medium,acceptable,,,,,,"669,820"
01284,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,gulielmi,Red-fronted_parrot,,,,,,,,,,275,,21,669,captivity,medium,acceptable,,,,,,"669,820"
01285,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,meyeri,Brown_parrot,,,,,,,,,,117.5,,34.2,575,captivity,medium,acceptable,,,,,,"575,820"
01286,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,robustus,Brown-necked_parrot,,,,,,,,,,344,,29.7,669,captivity,medium,acceptable,,,,,,"669,820,979"
01287,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rueppellii,Ruppel's_parrot,,,,,,,,,,116,,34.3,669,captivity,small,acceptable,,,,,,"669,820"
01288,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,rufiventris,Red-bellied_parrot,,,,,,,,,,120,,33.4,575,captivity,medium,acceptable,,,,,,"575,820"
01289,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Poicephalus,senegalus,Senegal_parrot,,,,,,,,,,155,,40,669,captivity,large,acceptable,,,,,,669
01290,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,alexandrae,Alexandra's_parrot,,,,,,,,,,104,,23.9,669,captivity,medium,acceptable,,,,,,"669,820,979"
01291,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,anthopeplus,Regent_parrot,,,,,,,,,,170,,13.8,669,captivity,medium,acceptable,,,,,,"669,820,979"
01292,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Polytelis,swainsonii,Superb_parrot,,,,,,,,,,153,,15.1,669,captivity,medium,acceptable,,,,,,"669,820,979"
01293,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Primolius,maracana,Blue-winged_macaw,,,,,,,,,,256,,31,669,captivity,small,acceptable,,,,,,"669,820,979"
01294,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Probosciger,aterrimus,Palm_cockatoo,,,,,,,,,,841,,56.3,669,captivity,medium,acceptable,,,,,,"669,820"
01295,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,personata,Masked_shining_parrot,,,,,,,,,,,,11.8,669,captivity,small,acceptable,,,,,,669
01296,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,splendens,Crimson_shining_parrot,,,,,,,,,,,,20.1,669,captivity,small,acceptable,,,,,,669
01297,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Prosopeia,tabuensis,Red_shining_parrot,,,,,,,,,,232,0.162,,,unknown,tiny,low,,,,,,"669,732,820,979"
01298,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,dissimilis,Hooded_parrot,,,,,,,,,,55,,18,669,captivity,small,acceptable,,,,,,669
01299,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,haematonotus,Red-rumped_parrot,,,,,,,,,,61.4,,12.2,669,captivity,medium,acceptable,,,,,,"669,820,979"
01300,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psephotus,varius,Mulga_parrot,,,,,,,,,,61.5,,11.8,669,captivity,small,acceptable,,,,,,"669,820,979"
01301,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pseudeos,fuscata,Dusky_lory,,,,,,,,,,149,,13.4,669,captivity,medium,acceptable,,,,,,"669,820,979"
01302,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psilopsiagon,aymara,Grey-hooded_parakeet,,,,,,,,,,30,,8.5,669,captivity,small,acceptable,,,,,,"669,820"
01303,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,alexandri,Red-breasted_parakeet,,,,,,,,,,147,,23.3,669,captivity,medium,acceptable,,,,,,"669,820"
01304,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,calthropae,Layard's_parakeet,,,,,,,,,,,,14,669,captivity,small,questionable,,,,,,669
01305,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,columboides,Malabar_parakeet,,,,,,,,,,,,,,unknown,small,low,,,,,,669
01306,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,cyanocephala,Plum-headed_parakeet,,,,,,,,,,66,,18.8,669,captivity,medium,questionable,,,,,,"669,820,979"
01307,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,eupatria,Alexandrine_parakeet,,,,,,,,,,255,,30,669,captivity,medium,acceptable,,,,,,"669,979"
01308,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,krameri,Rose-ringed_parakeet,,,,,,,,,,128,,34,575,captivity,large,acceptable,,,,,,"575,669,979"
01309,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,desmarestii,Large_fig_parrot,,,,,,,,,,117,,14.9,669,captivity,tiny,acceptable,,,,,,"669,820"
01310,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,edwardsii,Edward's_fig_parrot,,,,,,,,,,,,12,669,captivity,small,acceptable,,,,,,"669,979"
01311,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittaculirostris,salvadorii,Salvadori's_fig_parrot,,,,,,,,,,118,,12,669,captivity,tiny,acceptable,,,,,,"669,820"
01312,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacus,erithacus,Grey_parrot,,,,,,,,,,333,0.128,49.7,669,captivity,large,acceptable,,,,,,"575,669,732,820,821,979,1185"
01313,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,goldiei,Goldie's_lorikeet,,,,,,,,,,51,,,,unknown,small,low,,,,,,"669,979"
01314,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psitteuteles,iris,Iris_lorikeet,,,,,,,,,,,,24.1,669,captivity,small,acceptable,,,,,,"669,979"
01315,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittinus,cyanurus,Blue-rumped_parrot,,,,,,,,,,,0.124,10.2,669,captivity,small,questionable,,,,,,"669,732"
01316,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittrichas,fulgidus,Pesquet's_parrot,,,,,,,,,,865,,25,669,captivity,medium,acceptable,,,,,,"669,820,979"
01317,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Purpureicephalus,spurius,Red-capped_parrot,,,,,,,,,,116,,15.3,669,captivity,small,acceptable,,,,,,"669,820,979"
01318,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,leucotis,White-eared_conure,,,,,,,,,,,,18.5,669,captivity,small,acceptable,,,,,,669
01319,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,perlata,Crimson-bellied_parakeet,,,,,,,,,,87,,14.3,669,captivity,small,acceptable,,,,,,"669,979"
01320,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,Thick-billed_parrot,730,730,26,,3,1,,,,360,,33,669,captivity,medium,acceptable,,,,,,"445,669"
01321,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Strigops,habroptila,Kakapo,3650,1825,30,,2.5,,,,,1750,,60,493,captivity,small,acceptable,,,,,,"492,493,820"
01322,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,megalorynchos,Great-billed_parrot,,,,,,,,,,325,,23,575,captivity,small,acceptable,,,,,,"575,820"
01323,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Tanygnathus,sumatranus,Blue-backed_parrot,,,,,,,,,,270.5,,14.4,669,captivity,small,acceptable,,,,,,"669,820,979"
01324,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,euteles,Olive-headed_lorikeet,,,,,,,,,,73.7,,16,669,captivity,small,acceptable,,,,,,"669,820,979"
01325,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,haematodus,Rainbow_lorikeet,,,,,,,,,,115.1,,16.1,669,captivity,large,questionable,,,,,,"669,820,979"
01326,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,johnstoniae,Mindanao_lorikeet,,,,,,,,,,55.2,,17.8,669,captivity,small,acceptable,,,,,,"669,820,979"
01327,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Trichoglossus,ornatus,Ornate_lorikeet,,,,,,,,,,,,19.4,669,captivity,medium,acceptable,,,,,,669
01328,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Triclaria,malachitacea,Blue-bellied_parrot,,,,,,,,,,90,,11.9,669,captivity,tiny,acceptable,,,,,,"669,820"
01329,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,australis,Blue-crowned_lorikeet,,,,,,,,,,,,13.6,669,captivity,medium,acceptable,,,,,,"669,979"
01330,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Vini,peruviana,Blue_lorikeet,,,,,,,,,,29,,18.4,669,captivity,tiny,acceptable,,,,,,"669,820,979"
01331,Animalia,Chordata,Aves,Rheiformes,Rheidae,Rhea,americana,Greater_rhea,426,426,36,,,,,,,23000,,,,unknown,medium,low,,,,,,"820,995,1142"
01332,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,forsteri,Emperor_penguin,1825,2007,,,,,,,,29500,,,,unknown,small,low,,,,,,"762,993"
01333,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Aptenodytes,patagonicus,King_penguin,,,,,,,,,,13036.8,0.124,26,575,captivity,large,acceptable,,,25.889,13270,,"510,575,732,993"
01334,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Eudyptula,minor,Little_penguin,,,39,,,,,,,1105,,25.6,1300,wild,medium,acceptable,,,,,,"986,1143,1300"
01335,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,papua,Gentoo_penguin,730,730,,,2,,,,,5950,,,,unknown,medium,low,,,,,,"820,993"
01336,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,demersus,Jackass_penguin,,,,,,,,,,3135,,27.3,969,wild,large,acceptable,,,,,,"820,969,993"
01337,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,Humboldt_penguin,,,,,,,,,,4379,,,,unknown,medium,low,,,,,,"820,968,993"
01338,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic_penguin,1040,1040,40,,1,,,,,4000,0.069,30,587,wild,medium,acceptable,,,,,,"448,587,588,732"
01339,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern_saw-whet_owl,365,365,27,,5.5,1,,7.5,,117.9,,17.5,,unknown,medium,acceptable,,,0.654,124,,"444,445,510"
01340,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,Boreal_owl,365,365,27,,5,1,,9,,120,,15.9,,unknown,medium,acceptable,,,,,,"444,445,729,1143"
01341,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared_owl,365,365,25,,6,1.5,,16,,406,0.098,21.8,,unknown,medium,acceptable,,,,,,"437,444,445,729,732"
01342,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,otus,Long-eared_owl,365,365,27,,4.5,1,,17.4,,249.7,0.225,27.8,579,wild,small,acceptable,,,0.954,252,,"435,444,445,579,729,732"
01343,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing_owl,365,365,28,,8,1.5,,8.9,,150,,11,427,wild,medium,acceptable,,,,,,"427,437,444,445"
01344,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,noctua,Little_owl,365,365,,,,,,,,169,,11.1,450,wild,medium,acceptable,,,,,,"450,729,820"
01345,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,bubo,Eurasian_eagle-owl,730,730,,,,,,,,2686,0.12,68,543,captivity,large,acceptable,,,,,,"543,729,732,820"
01346,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy_owl,730,730,32,,6,1,,45,,2042.5,0.148,28,445,captivity,small,acceptable,,,4.2244,2026,,"1,435,444,445,732,820"
01347,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Great_horned_owl,730,730,27,,3,1,,34.7,,1191.2,0.138,29,427,wild,medium,acceptable,,,5.2442,1450,,"427,435,437,444,445,732,820,1148"
01348,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Eurasian_pygmy-owl,365,365,,,,,,,,65.5,,6,450,wild,medium,acceptable,,,,,,"450,729,820,821"
01349,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,asio,Eastern_screech-owl,365,365,29,,4,1,,11,,164.1,0.264,20.7,,unknown,medium,acceptable,,,0.586,166,,"435,437,444,445,732"
01350,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western_screech-owl,365,365,30,,4,1,,14.05,,205,,19,445,captivity,small,acceptable,,,,,,"445,579"
01351,Animalia,Chordata,Aves,Strigiformes,Strigidae,Micrathene,whitneyi,Elf_owl,365,,24,,2,1,,,,41,,14,445,captivity,small,acceptable,,,0.259435,45.9,,"425,444,445,820"
01352,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,flammeolus,Flammulated_owl,365,365,22,,3,1,,7.5,,55.5,,8.1,1,wild,medium,acceptable,,,,,,"1,444,445,972"
01353,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,scops,Common_or_Eurasian_scops-owl,365,365,,,,,,,,92,,6.8,450,wild,medium,acceptable,,,,,,"450,729,820"
01354,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,perspicillata,Spectacled_owl,,,36,,2,,,,,770,,25,448,captivity,medium,acceptable,,,,,,448
01355,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,aluco,Tawny_owl,365,365,,,,,,,,520,,22.4,450,wild,medium,acceptable,,,,,,"450,729,1143"
01356,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,nebulosa,Great_grey_owl,365,365,30,,2,1,,37.5,,1120,,15.9,450,wild,small,acceptable,,,,,,"444,445,450,729,972"
01357,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted_owl,365,365,30,,2,,,,,588.7,,25,1,captivity,small,acceptable,,,2.675,571,,"1,435,437,444,445,820"
